"YR","DOY","HR","Time.id","Ustr","WS","std_Uz","Lm","WD","z0d","hc","zm"
2011,1,12,2011.001423,-9999,4.907684,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,13,2011.00148,-9999,5.302894,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,13,2011.001537,-9999,4.590844,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,14,2011.001594,0.23653,4.546204,0.36027,266.042780748663,281.155,0.01,0.0142857142857143,2
2011,1,14,2011.001651,0.25404,5.351898,0.42932,245.073891625616,279.106,0.01,0.0142857142857143,2
2011,1,15,2011.001708,-9999,6.115314,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,15,2011.001765,-9999,7.551064,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,16,2011.001821,-9999,7.773859,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,16,2011.001878,-9999,6.322364,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,17,2011.001935,-9999,6.463293,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,17,2011.001992,-9999,7.779741,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,18,2011.002049,-9999,6.902414,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,18,2011.002106,-9999,5.388761,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,19,2011.002163,0.28416,5.771668,0.48228,139.649122807018,277.7,0.01,0.0142857142857143,2
2011,1,19,2011.00222,0.27364,5.521575,0.44263,137.62102351314,278.309,0.01,0.0142857142857143,2
2011,1,20,2011.002277,0.28449,6.020441,0.45145,133.736559139785,281.153,0.01,0.0142857142857143,2
2011,1,20,2011.002334,0.31179,6.518931,0.48112,127.319257837492,284.004,0.01,0.0142857142857143,2
2011,1,21,2011.002391,-9999,7.133377,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,21,2011.002448,0.33078,7.073854,0.4376,246.592317224287,301.592,0.01,0.0142857142857143,2
2011,1,22,2011.002505,0.26702,5.924872,0.37547,371.268656716418,298.592,0.01,0.0142857142857143,2
2011,1,22,2011.002561,-9999,6.638336,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,23,2011.002618,-9999,7.877322,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,1,23,2011.002675,-9999,6.267733,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,0,2011.002732,0.32788,7.180945,0.43303,1015.30612244898,295.464,0.01,0.0142857142857143,2
2011,2,0,2011.002789,-9999,7.238099,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,1,2011.002846,-9999,6.849331,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,1,2011.002903,0.30728,6.414574,0.39195,3754.71698113208,295.757,0.01,0.0142857142857143,2
2011,2,2,2011.00296,-9999,6.358038,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,2,2011.003017,0.27788,6.012352,0.40632,383.429672447013,285.819,0.01,0.0142857142857143,2
2011,2,3,2011.003074,-9999,5.588656,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,3,2011.003131,-9999,5.070499,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,4,2011.003188,0.20203,4.039586,0.36134,85.9982713915298,274.86,0.01,0.0142857142857143,2
2011,2,4,2011.003245,0.2228,4.085083,0.34748,130.921052631579,277.509,0.01,0.0142857142857143,2
2011,2,5,2011.003301,0.24504,4.70694,0.34257,133.64674278039,286.752,0.01,0.0142857142857143,2
2011,2,5,2011.003358,0.29581,6.145533,0.38958,282.269503546099,303.57,0.01,0.0142857142857143,2
2011,2,6,2011.003415,-9999,6.349882,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,6,2011.003472,-9999,4.896825,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,7,2011.003529,-9999,4.875792,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,7,2011.003586,-9999,4.614126,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,8,2011.003643,-9999,3.704964,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,8,2011.0037,-9999,3.000728,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,9,2011.003757,0.17135,3.400429,0.28399,134.187457855698,278.524,0.01,0.0142857142857143,2
2011,2,9,2011.003814,0.21997,4.077774,0.32805,-53.1517094017094,279.691,0.01,0.0142857142857143,2
2011,2,10,2011.003871,0.23643,5.228886,0.37979,-33.7402509325195,284.763,0.01,0.0142857142857143,2
2011,2,10,2011.003928,0.25427,5.978306,0.37844,-29.6660703637448,293.519,0.01,0.0142857142857143,2
2011,2,11,2011.003985,0.26994,6.170268,0.37835,-47.2235405790223,295.222,0.01,0.0142857142857143,2
2011,2,11,2011.004041,0.24949,5.541916,0.35641,-26.6970753957607,290.818,0.01,0.0142857142857143,2
2011,2,12,2011.004098,0.26889,5.368085,0.38699,-30.2477580179359,284.265,0.01,0.0142857142857143,2
2011,2,12,2011.004155,0.21408,5.348006,0.36112,-16.5529861919814,286.45,0.01,0.0142857142857143,2
2011,2,13,2011.004212,0.22748,5.486201,0.36853,-18.6364487731785,287.798,0.01,0.0142857142857143,2
2011,2,13,2011.004269,0.24464,5.219669,0.38263,-20.6452951550991,286.343,0.01,0.0142857142857143,2
2011,2,14,2011.004326,0.24149,5.155883,0.38074,-23.8409009224871,283.996,0.01,0.0142857142857143,2
2011,2,14,2011.004383,0.24332,5.066162,0.3869,-20.2338586680224,284.04,0.01,0.0142857142857143,2
2011,2,15,2011.00444,0.23142,4.728593,0.35607,-24.3276283618582,281.786,0.01,0.0142857142857143,2
2011,2,15,2011.004497,0.22892,4.049459,0.38574,-26.7257587966694,273.737,0.01,0.0142857142857143,2
2011,2,16,2011.004554,0.2086,4.196064,0.36881,-29.8619447779112,276.566,0.01,0.0142857142857143,2
2011,2,16,2011.004611,0.17125,3.860207,0.3675,-53.0242472688516,274.222,0.01,0.0142857142857143,2
2011,2,17,2011.004668,0.19842,3.821251,0.39237,142.652329749104,268.195,0.01,0.0142857142857143,2
2011,2,17,2011.004724,-9999,2.868608,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,18,2011.004781,0.16036,2.349122,0.26111,17.6574977817214,264.927,0.01,0.0142857142857143,2
2011,2,18,2011.004838,-9999,2.146796,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,19,2011.004895,0.14751,2.173399,0.23339,19.1346153846154,252.693,0.01,0.0142857142857143,2
2011,2,19,2011.004952,-9999,2.137197,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,20,2011.005009,0.16521,1.981094,0.23516,18.605086013463,266.027,0.01,0.0142857142857143,2
2011,2,20,2011.005066,0.14208,2.2234,0.25513,14.3942133815552,266.114,0.01,0.0142857142857143,2
2011,2,21,2011.005123,0.16157,2.133414,0.25315,18.9867379066883,263.774,0.01,0.0142857142857143,2
2011,2,21,2011.00518,0.13803,1.971331,0.22184,13.3181635657877,269.233,0.01,0.0142857142857143,2
2011,2,22,2011.005237,0.13207,1.94999,0.21989,12.5790139064475,262.802,0.01,0.0142857142857143,2
2011,2,22,2011.005294,-9999,2.054033,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,23,2011.005351,-9999,1.789635,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,2,23,2011.005408,-9999,1.605904,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,0,2011.005464,0.11122,1.479552,0.16939,8.54957896545798,265.026,0.01,0.0142857142857143,2
2011,3,0,2011.005521,0.12988,1.824095,0.20812,12.7933140469302,265.986,0.01,0.0142857142857143,2
2011,3,1,2011.005578,0.14603,2.15888,0.26154,16.2887779323893,263.574,0.01,0.0142857142857143,2
2011,3,1,2011.005635,-9999,2.194619,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,2,2011.005692,-9999,2.207577,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,2,2011.005749,-9999,2.161692,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,3,2011.005806,-9999,2.657293,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,3,2011.005863,0.19397,2.92547,0.27469,29.3423768799764,245.237,0.01,0.0142857142857143,2
2011,3,4,2011.00592,-9999,3.304411,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,4,2011.005977,0.18253,3.257621,0.26825,29.3423768799764,244.375,0.01,0.0142857142857143,2
2011,3,5,2011.006034,0.23043,3.23374,0.33897,55.4626532887402,251.47,0.01,0.0142857142857143,2
2011,3,5,2011.006091,0.23738,3.415789,0.33884,56.2942008486563,249.646,0.01,0.0142857142857143,2
2011,3,6,2011.006148,0.22896,3.543844,0.29668,50.3669956972918,244.371,0.01,0.0142857142857143,2
2011,3,6,2011.006204,0.21099,3.769258,0.2986,35.1093860268172,243.416,0.01,0.0142857142857143,2
2011,3,7,2011.006261,-9999,3.805075,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,7,2011.006318,-9999,3.511789,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,8,2011.006375,-9999,3.186961,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,8,2011.006432,-9999,3.452008,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,9,2011.006489,0.22206,3.655568,0.29783,85.4810996563574,242.843,0.01,0.0142857142857143,2
2011,3,9,2011.006546,0.24803,3.689821,0.38044,-129.810828440965,251.482,0.01,0.0142857142857143,2
2011,3,10,2011.006603,0.26288,3.740555,0.39448,-110.249307479224,254.125,0.01,0.0142857142857143,2
2011,3,10,2011.00666,0.27316,3.893141,0.42221,-91.9168591224018,266.605,0.01,0.0142857142857143,2
2011,3,11,2011.006717,0.25663,4.391943,0.44685,-31.5572470662861,270.264,0.01,0.0142857142857143,2
2011,3,11,2011.006774,0.24593,4.390275,0.43951,-30.4002444240758,271.145,0.01,0.0142857142857143,2
2011,3,12,2011.006831,0.24756,4.351922,0.4497,-30.8383697505036,268.32,0.01,0.0142857142857143,2
2011,3,12,2011.006888,0.26828,4.584311,0.45656,-31.9935691318328,264.714,0.01,0.0142857142857143,2
2011,3,13,2011.006944,0.27751,4.218792,0.44102,-36.1161524500907,258.793,0.01,0.0142857142857143,2
2011,3,13,2011.007001,0.21649,4.475434,0.43665,-19.212203128017,271.534,0.01,0.0142857142857143,2
2011,3,14,2011.007058,0.27508,4.633717,0.46023,-42.8879310344828,268.034,0.01,0.0142857142857143,2
2011,3,14,2011.007115,0.20838,4.40844,0.45538,-22.2321528320858,269.847,0.01,0.0142857142857143,2
2011,3,15,2011.007172,0.22296,4.990943,0.46899,-36.0246198406952,272.668,0.01,0.0142857142857143,2
2011,3,15,2011.007229,0.2528,4.685527,0.46463,-140.636042402827,271.448,0.01,0.0142857142857143,2
2011,3,16,2011.007286,0.25154,4.202792,0.43346,-376.181474480151,271.283,0.01,0.0142857142857143,2
2011,3,16,2011.007343,0.22031,4.005982,0.41634,76.6859344894027,271.448,0.01,0.0142857142857143,2
2011,3,17,2011.0074,0.1879,3.190012,0.3435,35.6183998568104,269.297,0.01,0.0142857142857143,2
2011,3,17,2011.007457,0.15725,2.483074,0.28146,15.8793488669007,265.518,0.01,0.0142857142857143,2
2011,3,18,2011.007514,0.14287,2.228734,0.26036,17.0698232973066,259.654,0.01,0.0142857142857143,2
2011,3,18,2011.007571,0.14984,2.230754,0.24884,21.976808393153,253.092,0.01,0.0142857142857143,2
2011,3,19,2011.007628,0.17714,2.476484,0.25191,39.9839260598754,247.553,0.01,0.0142857142857143,2
2011,3,19,2011.007684,-9999,2.48695,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,20,2011.007741,-9999,2.300389,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,20,2011.007798,-9999,2.144526,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,21,2011.007855,-9999,2.05946,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,21,2011.007912,-9999,1.886131,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,22,2011.007969,-9999,1.932341,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,3,22,2011.008026,0.15255,2.531261,0.29598,18.64343264006,256.093,0.01,0.0142857142857143,2
2011,3,23,2011.008083,0.17749,2.762948,0.31465,25.360010194979,257.036,0.01,0.0142857142857143,2
2011,3,23,2011.00814,0.18106,3.192483,0.35486,26.2567621058187,256.506,0.01,0.0142857142857143,2
2011,4,0,2011.008197,0.17053,2.964806,0.34656,22.2073429304765,260.119,0.01,0.0142857142857143,2
2011,4,0,2011.008254,-9999,2.709116,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,1,2011.008311,0.16102,2.678341,0.31778,20.7919757601087,264.644,0.01,0.0142857142857143,2
2011,4,1,2011.008367,0.16991,2.875346,0.312,23.3348968105066,257.588,0.01,0.0142857142857143,2
2011,4,2,2011.008424,0.17947,2.873507,0.32319,29.6572280178838,256.816,0.01,0.0142857142857143,2
2011,4,2,2011.008481,0.17667,2.690129,0.3095,29.6483909415971,257.897,0.01,0.0142857142857143,2
2011,4,3,2011.008538,0.19351,2.762637,0.31174,33.9300937766411,257.359,0.01,0.0142857142857143,2
2011,4,3,2011.008595,0.18524,2.53807,0.30308,30.7383379672536,263.406,0.01,0.0142857142857143,2
2011,4,4,2011.008652,0.17877,2.867733,0.30204,25.8811288854207,271.452,0.01,0.0142857142857143,2
2011,4,4,2011.008709,-9999,2.856987,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,5,2011.008766,0.20673,3.125636,0.34184,46.2898348453129,269.656,0.01,0.0142857142857143,2
2011,4,5,2011.008823,0.19862,2.816265,0.30869,49.2574257425743,266.631,0.01,0.0142857142857143,2
2011,4,6,2011.00888,0.19504,2.689006,0.30997,34.6026777951661,267.85,0.01,0.0142857142857143,2
2011,4,6,2011.008937,0.16464,2.633832,0.28971,23.710234719409,266.816,0.01,0.0142857142857143,2
2011,4,7,2011.008994,0.17369,2.476541,0.28734,19.5500540328127,266.779,0.01,0.0142857142857143,2
2011,4,7,2011.009051,-9999,2.208393,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,8,2011.009107,0.16964,2.321769,0.25119,20.5027817844632,251.349,0.01,0.0142857142857143,2
2011,4,8,2011.009164,-9999,2.209115,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,9,2011.009221,0.14428,2.276485,0.24258,28.8405797101449,270.552,0.01,0.0142857142857143,2
2011,4,9,2011.009278,-9999,2.535793,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,10,2011.009335,0.18537,3.486739,0.30564,-24.7913292637349,278.524,0.01,0.0142857142857143,2
2011,4,10,2011.009392,0.20731,4.282908,0.31517,-37.0301451432825,282.763,0.01,0.0142857142857143,2
2011,4,11,2011.009449,0.19942,4.164816,0.31256,-19.9558764540714,281.821,0.01,0.0142857142857143,2
2011,4,11,2011.009506,0.22819,4.267866,0.34094,-29.3423768799764,281.191,0.01,0.0142857142857143,2
2011,4,12,2011.009563,0.19436,4.373729,0.37601,-13.3718586211531,278.102,0.01,0.0142857142857143,2
2011,4,12,2011.00962,0.3121,5.099317,0.40988,-43.9196645332156,281.373,0.01,0.0142857142857143,2
2011,4,13,2011.009677,-9999,7.144659,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,13,2011.009734,0.33273,7.181808,0.45672,-144.202898550725,295.161,0.01,0.0142857142857143,2
2011,4,14,2011.009791,0.33292,7.107622,0.45003,-95.996140858659,301.747,0.01,0.0142857142857143,2
2011,4,14,2011.009847,0.33512,7.330028,0.46003,-173.496076721883,299.61,0.01,0.0142857142857143,2
2011,4,15,2011.009904,0.37477,7.466222,0.46921,-420.718816067653,304.4,0.01,0.0142857142857143,2
2011,4,15,2011.009961,0.34664,6.908003,0.4309,-560.56338028169,300.587,0.01,0.0142857142857143,2
2011,4,16,2011.010018,-9999,6.229694,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,16,2011.010075,0.34705,6.901015,0.43254,1075.67567567568,296.636,0.01,0.0142857142857143,2
2011,4,17,2011.010132,-9999,6.673959,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,17,2011.010189,0.30653,6.783208,0.44179,301.059001512859,306.726,0.01,0.0142857142857143,2
2011,4,18,2011.010246,0.35074,5.996354,0.46705,588.757396449704,318.939,0.01,0.0142857142857143,2
2011,4,18,2011.010303,-9999,6.662067,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,19,2011.01036,0.29961,6.460008,0.4357,672.297297297297,311.177,0.01,0.0142857142857143,2
2011,4,19,2011.010417,-9999,6.167558,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,20,2011.010474,0.28042,5.776829,0.4072,402.020202020202,314.969,0.01,0.0142857142857143,2
2011,4,20,2011.010531,0.25081,5.243715,0.35123,266.398929049531,312.321,0.01,0.0142857142857143,2
2011,4,21,2011.010587,-9999,5.260408,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,21,2011.010644,0.2479,4.823298,0.35143,52.3271101761767,317.425,0.01,0.0142857142857143,2
2011,4,22,2011.010701,-9999,4.116234,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,22,2011.010758,-9999,4.410645,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,23,2011.010815,-9999,4.586143,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,4,23,2011.010872,-9999,3.935952,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,0,2011.010929,-9999,3.946998,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,0,2011.010986,-9999,3.189296,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,1,2011.011043,-9999,2.84687,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,1,2011.0111,-9999,1.642946,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,2,2011.011157,-9999,1.241132,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,2,2011.011214,-9999,0.7152731,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,3,2011.01127,-9999,1.335034,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,3,2011.011327,-9999,1.157344,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,4,2011.011384,0.13189,1.781673,0.2007,53.0383795309168,266.735,0.01,0.0142857142857143,2
2011,5,4,2011.011441,-9999,2.590866,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,5,2011.011498,-9999,2.276982,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,5,2011.011555,-9999,1.859513,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,6,2011.011612,-9999,2.047753,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,6,2011.011669,-9999,1.905306,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,7,2011.011726,0.1134,1.473496,0.15899,11.3480839416058,267.589,0.01,0.0142857142857143,2
2011,5,7,2011.011783,-9999,1.411348,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,8,2011.01184,0.12987,1.90081,0.17102,49.2087042532146,249.815,0.01,0.0142857142857143,2
2011,5,8,2011.011897,0.13122,2.019627,0.22164,25.7872230141247,255.405,0.01,0.0142857142857143,2
2011,5,9,2011.011954,-9999,1.598701,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,9,2011.01201,-9999,1.701018,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,10,2011.012067,0.10494,2.046035,0.21661,-5.83663293738085,272.198,0.01,0.0142857142857143,2
2011,5,10,2011.012124,0.12718,1.948428,0.22175,-4.47472567008455,263.358,0.01,0.0142857142857143,2
2011,5,11,2011.012181,0.12137,2.108488,0.21513,-2.96214703562019,269.769,0.01,0.0142857142857143,2
2011,5,11,2011.012238,0.10313,1.396304,0.20396,-1.51827267872129,270.491,0.01,0.0142857142857143,2
2011,5,12,2011.012295,-9999,1.309761,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,12,2011.012352,0.14705,1.40302,0.21443,-2.93306999572568,282.866,0.01,0.0142857142857143,2
2011,5,13,2011.012409,-9999,2.047669,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,13,2011.012466,0.15913,2.084674,0.23777,-4.68808895589898,261.076,0.01,0.0142857142857143,2
2011,5,14,2011.012523,0.14368,1.788207,0.20917,-5.76110242603208,247.95,0.01,0.0142857142857143,2
2011,5,14,2011.01258,0.12794,1.993061,0.22994,-2.40335261651429,276.392,0.01,0.0142857142857143,2
2011,5,15,2011.012637,0.12432,1.967995,0.20442,-3.10864641099742,291.951,0.01,0.0142857142857143,2
2011,5,15,2011.012694,-9999,1.927447,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,16,2011.01275,0.14533,2.165912,0.21553,-11.2684031710079,263.336,0.01,0.0142857142857143,2
2011,5,16,2011.012807,0.14585,2.474706,0.20644,-15.1480551115171,280.526,0.01,0.0142857142857143,2
2011,5,17,2011.012864,0.17356,2.242834,0.22549,-43.5258092738408,255.039,0.01,0.0142857142857143,2
2011,5,17,2011.012921,-9999,1.53104,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,18,2011.012978,-9999,1.312916,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,18,2011.013035,-9999,1.092299,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,19,2011.013092,-9999,0.9930438,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,19,2011.013149,-9999,0.7674119,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,20,2011.013206,-9999,1.019874,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,20,2011.013263,-9999,1.139809,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,21,2011.01332,-9999,1.081715,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,21,2011.013377,-9999,1.107452,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,22,2011.013434,-9999,1.17879,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,22,2011.01349,-9999,0.8955374,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,23,2011.013547,-9999,1.300759,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,5,23,2011.013604,-9999,1.489944,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,0,2011.013661,-9999,1.888848,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,0,2011.013718,-9999,1.846375,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,1,2011.013775,-9999,1.618714,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,1,2011.013832,-9999,1.426611,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,2,2011.013889,-9999,1.786664,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,2,2011.013946,-9999,1.851695,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,3,2011.014003,-9999,1.872735,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,3,2011.01406,0.11679,2.130109,0.15833,56.5823144725618,184.233,0.01,0.0142857142857143,2
2011,6,4,2011.014117,0.12319,2.310073,0.16391,503.79746835443,192.479,0.01,0.0142857142857143,2
2011,6,4,2011.014173,-9999,2.374792,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,5,2011.01423,-9999,2.713421,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,5,2011.014287,-9999,2.5969,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,6,2011.014344,0.12515,2.628351,0.18441,104.516806722689,230.772,0.01,0.0142857142857143,2
2011,6,6,2011.014401,0.1478,2.961388,0.20297,96.6958211856171,232.231,0.01,0.0142857142857143,2
2011,6,7,2011.014458,0.15006,2.938207,0.22291,71.173104434907,239.176,0.01,0.0142857142857143,2
2011,6,7,2011.014515,0.17708,2.720636,0.2707,275.623268698061,250.188,0.01,0.0142857142857143,2
2011,6,8,2011.014572,0.16532,2.552486,0.28501,85.4810996563574,257.984,0.01,0.0142857142857143,2
2011,6,8,2011.014629,0.12551,2.173691,0.24073,51.9853709508882,265.898,0.01,0.0142857142857143,2
2011,6,9,2011.014686,0.15786,2.374878,0.24195,66.7337357478203,271.794,0.01,0.0142857142857143,2
2011,6,9,2011.014743,-9999,2.393251,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,10,2011.0148,-9999,2.408266,-9999,-9999,-9999,0.01,0.0142857142857143,2
2011,6,10,2011.014857,0.1529,2.696974,0.28045,172.593235039029,269.41,0.01,0.0142857142857143,2
2011,6,11,2011.014913,0.12771,2.731674,0.27055,215.135135135135,272.322,0.01,0.0142857142857143,2
2011,6,11,2011.01497,0.13393,2.822991,0.26018,-606.707317073171,274.706,0.01,0.0142857142857143,2
2011,6,12,2011.015027,0.14854,2.921647,0.2717,-116.647127784291,273.71,0.01,0.0142857142857143,2
