"Mean","SD","Naive SE","Time-series SE","2.5%","25%","50%","75%","97.5%"
0.000992574666196777,0.000725795071178691,1.02632660563501e-05,1.23337915431134e-05,4.26457137440139e-05,0.00041342971576994,0.000847069338482142,0.00143412206237275,0.00270595847320137
0.000191951802636389,6.23349062092508e-05,8.8146055605503e-07,2.46973044363452e-06,9.08526523949691e-05,0.000147622089186841,0.000184166392070169,0.000228128765631821,0.00033312857754065
0.00145829451749486,0.000384903914300377,5.44281910344188e-06,2.13289291902836e-05,0.000793121008992505,0.00118394611028358,0.00142781443431625,0.00170099951736513,0.00230211720481378
0.00162171729319191,0.000440059537641016,6.22275941900436e-06,2.72627236093717e-05,0.000845580073793938,0.00130709682159899,0.00158451201107309,0.00191082615512038,0.00255244696164632
0.00105498703528573,0.000421844984722693,5.96519249671234e-06,1.77757622282258e-05,0.00040499134082791,0.000744838024947636,0.000990322818488196,0.00130412940105147,0.00203448158138411
0.0011121188549964,0.000298874194269473,4.22629678124345e-06,1.56549170929119e-05,0.000591052482628121,0.000902493563747891,0.00108433804907331,0.00130128936937501,0.00175070281480527
0.00120067590333377,0.000498259142227515,7.04574382598797e-06,1.78281760569441e-05,0.000462718482791436,0.000834995205147029,0.00112919961909841,0.0014876897638077,0.00236015776349085
0.00148676594687735,0.000876693209724677,1.23970746268469e-05,1.38979036543984e-05,0.00011527726816826,0.000807795248688012,0.00138690654191048,0.00205023809323577,0.00341045811730867
0.00134961805696404,0.000342255280153596,4.83973664040241e-06,1.6856546565825e-05,0.000734897200346591,0.00110480401613466,0.00133520023295446,0.0015720846913406,0.00205519670294327
0.00165410023631365,0.000406234314029574,5.7444463481041e-06,1.80640149391497e-05,0.000942851427246743,0.00136812349131595,0.00163416165669443,0.00191820846078873,0.00251642118528142
0.00132571599986847,0.000334769870176312,4.73388754168511e-06,1.72085111291311e-05,0.000727369025830633,0.0010917770349865,0.00130548805869617,0.00154158930342121,0.00201902843147478
0.0019939936715452,0.000571293302995122,8.07849956231846e-06,2.22575401007655e-05,0.00102713358441621,0.00157867595705866,0.00195048504044124,0.00235311554674306,0.00320634892535317
0.00186524331947484,0.00054153635929891,7.65771490518091e-06,2.18018925507496e-05,0.000944054713835343,0.00148075744079834,0.00181967567025902,0.00220029329273017,0.00307074876949826
0.00265771863936732,0.00116178990463038,1.64285476249363e-05,2.56424205502059e-05,0.000459042091812492,0.00185800256335933,0.00261979532775393,0.00339863448811655,0.00505960610928297
0.00331216361397327,0.000991824444424434,1.40251133667638e-05,3.06272785315438e-05,0.00158272298326573,0.00261290886032086,0.00323963362208425,0.00393528348841543,0.00545733190395615
0.00422900187934454,0.00110537789792416,1.56308411419503e-05,3.39278344091547e-05,0.00220545492302547,0.00343562549165901,0.00418720025415072,0.00496218263658709,0.00652125807679083
0.00397642808610223,0.000986028883837298,1.39431599578562e-05,3.42029233847397e-05,0.00220982843853529,0.00329073868794288,0.00391121491089828,0.00461935315904464,0.00603220008381189
0.0028904803588173,0.000781035873139832,1.10444108590733e-05,2.87245149182177e-05,0.00155127716010405,0.00233494124277421,0.00282163995358745,0.00337458346851218,0.00457257224144538
0.00203108833244706,0.000763672054479742,1.07988739331014e-05,2.29506257527525e-05,0.000803807408062951,0.00147193843803897,0.00192376973134948,0.00251019249950706,0.00376448436131191
0.00235902986181225,0.000547713582792491,7.74506530300215e-06,2.07828368414251e-05,0.00137210814557468,0.00198385929425573,0.00232999661733175,0.00269847382600199,0.00353590728043953
0.00260136820953704,0.00121415634706017,1.71690469096843e-05,2.49338127385602e-05,0.000441643954272243,0.00171504992539592,0.00255080491510658,0.00339904029233869,0.00513451890955352
0.00269089133698066,0.00136827594737537,1.93484092742764e-05,2.98392596386273e-05,0.00032078445019066,0.00168667079100668,0.00258591520789911,0.00359516927948637,0.00555373317616146
0.00268688659762412,0.00129074287745739,1.82520357160466e-05,2.83557972519162e-05,0.000431965211457541,0.00174773195354642,0.00259488866434096,0.00355429985509352,0.0053750999172282
0.00256080062123032,0.000819418148777743,1.1587163934098e-05,2.31564619718096e-05,0.00119813174642873,0.00197141170862674,0.00248115315042633,0.00305499759084834,0.00441503387261155
0.00191568624430631,0.00101422183443537,1.43418286239738e-05,2.08461540048553e-05,0.000216787862735894,0.00116716563391261,0.0018317135929668,0.00255341729378237,0.00408638160099776
0.00105639437652727,0.000344668959330607,4.87386780572997e-06,1.26093107166654e-05,0.000510752499271603,0.000807086869797058,0.00101833282000902,0.00126253801220437,0.00182692139771995
0.00202919486789731,0.000580384630662426,8.20705749603861e-06,2.0326104515664e-05,0.00105499326000752,0.0016183976185512,0.00197751287501124,0.00237499457156398,0.0033159525710859
0.000807912966815957,0.000274617982586148,3.8832964442188e-06,8.51556089880633e-06,0.000385462855448235,0.000610879940909612,0.000772004776730491,0.000955753758648246,0.00143795320135167
0.00213397381145929,0.000520199206038999,7.3559921607209e-06,2.04357830647862e-05,0.00122679166480287,0.00177103237860934,0.00210232320080551,0.00245746483500733,0.00324369494760483
0.00212837792637046,0.000477468782022719,6.75175312990532e-06,1.82983809527704e-05,0.00126222823550152,0.00178838340847014,0.00210021163774811,0.00243755023473252,0.00314748698261218
0.00256213737653986,0.00051845042605755,7.33126314982464e-06,2.29278432829301e-05,0.00161057489986614,0.0022017221019551,0.00254126108601383,0.00289033087744107,0.003653915551332
0.00307643299235394,0.000723930360261692,1.02368976983668e-05,3.14233540043922e-05,0.00178460475468629,0.00256348419614439,0.0030333455565131,0.00352842119269825,0.00462118551661901
0.00177423820311172,0.000738592187449779,1.04442265151073e-05,2.00666877129021e-05,0.000591365107690315,0.0012260839243421,0.00168355736016299,0.002223872966573,0.00343879062419758
0.00152700217542229,0.000404659148745912,5.72217237431877e-06,1.59507588287397e-05,0.000835407670353221,0.00123780855839231,0.00149331698860809,0.00178835870454698,0.00241240889341263
0.00247092281491484,0.000625272039458529,8.84179784816912e-06,2.21488840397545e-05,0.00139083915563415,0.00202896526602569,0.0024322797810158,0.00285993056783162,0.00381933765387965
0.00242618909779405,0.000493808806439252,6.98281286648054e-06,2.69066961429262e-05,0.00147687081243493,0.00208406032809305,0.00242474979236784,0.00275519699260948,0.00340420587281888
0.00193940819912597,0.000456126042681396,6.4499513942231e-06,2.45260480998506e-05,0.00109396195007656,0.00162042950284891,0.0019221659837313,0.00224609513214126,0.00289029781519619
0.00076990990402735,0.000189423568876049,2.6785859561722e-06,9.62237481546817e-06,0.000436574238849503,0.000635982140293086,0.000757103384581386,0.000891776841690279,0.00117174955059114
0.00017208335031637,8.5404605774793e-05,1.20768275552066e-06,2.24742068420706e-06,6.05819161623365e-05,0.000112701809052402,0.000154179222092748,0.000213562855204509,0.000375017536023983
0.00176303301746826,0.000538389719571792,7.61321914875418e-06,2.02592618611455e-05,0.000853640420663533,0.00138107229852407,0.00171832008414434,0.00209318229248409,0.00293266028481517
0.00102366750430301,0.000331570099981872,4.68864048211032e-06,1.35851309137696e-05,0.000482087426042561,0.000788968242650963,0.00098313921662333,0.00121776207609575,0.00179240773731445
0.00144205926533115,0.000336484113256492,4.75812817587483e-06,1.82201582427632e-05,0.000820198567379627,0.00120899023200422,0.00143024252195586,0.00165692644310145,0.00215411510764015
0.00194896001897125,0.000411979198883147,5.82568316557044e-06,2.33221066125e-05,0.00115258554607248,0.00166461885524115,0.00194517793187318,0.00222887107428173,0.00276535703921522
0.000715176685552636,0.000195747473562711,2.76801053191203e-06,9.88315219117738e-06,0.000384681340680573,0.00057432094930913,0.000696329283921799,0.000838949501244659,0.00113597501542944
0.00242122135611389,0.000658858673996649,9.31673709740144e-06,2.88577300316638e-05,0.00126747284452113,0.00196701818634276,0.00236354350968666,0.00283606777339896,0.0038567260406115
0.00142336959066016,0.000468821332579214,6.6294719545821e-06,1.72306601092297e-05,0.000667614643395977,0.00108371588089911,0.00136583484713475,0.00169242584840553,0.00251195236008314
0.00217619090693319,0.000519703733396744,7.34898582001533e-06,2.55267308149859e-05,0.00126409041316548,0.00180476836159464,0.00213025009236907,0.00251672216887363,0.00330531991801606
0.00243557717423019,0.000512103468512616,7.24151259003338e-06,2.42691193128684e-05,0.001521979808934,0.0020761530444204,0.00240174118941163,0.00277771592771492,0.00350145658100719
0.00158353894097294,0.000454399339604611,6.42553456668997e-06,1.53708234438219e-05,0.000848561617716347,0.00125216515461683,0.00153372296408996,0.00185839360400656,0.00260226579735443
0.00201553702446295,0.000437742701359525,6.18999768210344e-06,1.8011641448623e-05,0.00123208837416673,0.0017017507536605,0.00199423617976981,0.00229701637831933,0.00296221617913406
0.00204118276272095,0.00100241544701348,1.41748777860762e-05,1.77269093632805e-05,0.00025788875289307,0.00129870546031175,0.00199430735394592,0.00270670665161061,0.00413380439098265
0.00189108890515971,0.000650344981249222,9.19634733828258e-06,1.96072837020058e-05,0.0008492027680537,0.00141277786149199,0.00181743874331649,0.0022907189310962,0.00337102901540811
0.00219534882061445,0.000562281298092616,7.95106330973363e-06,2.37212971411936e-05,0.00122330177591137,0.00178581388211053,0.00216467461174688,0.00255368349280247,0.00339898225522154
0.0014974121064648,0.000448553601701303,6.34287161432257e-06,1.49490491653821e-05,0.000748591046585515,0.00116782610993486,0.00145503924027706,0.00178104147056148,0.0024920736615154
0.00174676464016721,0.000437012678914663,6.17967463793264e-06,1.80858787044132e-05,0.00097286813440314,0.00144395163480796,0.00171693636970503,0.00201428811407871,0.00271581850494079
0.00206514547170648,0.00104844976599567,1.48258362758739e-05,1.91757329067952e-05,0.000273365354664622,0.00127530953021123,0.00199990519363381,0.00275964123424812,0.0042527656352918
0.00221253725623588,0.000909048771892936,1.28546056244001e-05,1.85979452726994e-05,0.000736070071021834,0.00154812655809872,0.00210646153218267,0.00279148072853599,0.00421075502657642
0.00230010379713025,0.000592601501356097,8.37981286361302e-06,2.41798465631417e-05,0.00124600595604499,0.00188770587925645,0.00225717014370943,0.00266877966805043,0.00357770278121923
0.00285968835993529,0.000981822805797949,1.38836829791802e-05,2.65293226250699e-05,0.00113935326767118,0.00216409922522317,0.00279517382298365,0.00348236954805242,0.00494284937460651
0.00297972209081767,0.00092910704693907,1.31382441080503e-05,2.45055734831132e-05,0.00136281962457376,0.00231517669444055,0.00292416413534173,0.00356675791671589,0.00497839965056278
0.00156623522976342,0.000447150923980225,6.32303673914306e-06,1.82037744706531e-05,0.000808204026706702,0.00124289178713505,0.00152905002966836,0.00184811982003473,0.00254833733705562
0.00102554711082765,0.000308768384673089,4.36620777341866e-06,1.19663935303096e-05,0.000505191463226639,0.000805119659156449,0.000991107723893732,0.00120739110932462,0.00171485087960964
0.00168046512411073,0.000452477020657956,6.39835158959612e-06,2.11392645575419e-05,0.000875874204245523,0.00136300962137853,0.00165426105678775,0.00196081737834148,0.00266823290674659
0.00104543538880484,0.000537675671548839,7.60312199443667e-06,1.59377478681123e-05,0.000305726160449936,0.000643759055400341,0.000939723559094876,0.00134225184606567,0.00237064145073378
0.00160118931008977,0.000347318019278483,4.91132742501359e-06,1.84799611702175e-05,0.000947858794955147,0.00136012065556346,0.0015863966763307,0.0018304408322144,0.00232330822664711
0.00151385413745737,0.000329142489757391,4.65431232171856e-06,1.64613160798191e-05,0.000902830568704368,0.00128212522310986,0.00149658934225394,0.00172829032587207,0.00220035745380929
0.00150988394569003,0.000341930354010467,4.83514195026463e-06,1.87481806269584e-05,0.000887675854549537,0.00126699535903112,0.00150523073625157,0.00173693977515855,0.00221850949879029
0.00267203136090915,0.00061504079589117,8.6971206810335e-06,2.88253236390317e-05,0.00156919670169688,0.00223384107256823,0.00264337518872442,0.00307749908132778,0.00394928879890167
0.00356546823320198,0.000873898555506971,1.23575561995238e-05,3.96301583371471e-05,0.00200651848887867,0.00294242280918315,0.00352870118863965,0.00412932341349547,0.00543954372301059
0.00331346901121394,0.000818635416121986,1.15760955295083e-05,3.61683681284966e-05,0.00185195886523449,0.00273945063021666,0.0032636585326409,0.00383294624797996,0.00503494682399681
0.00242696878507845,0.000949903996915799,1.34323279882634e-05,3.0455750699274e-05,0.000878400225252334,0.00172295817454349,0.00232889687718745,0.00299967322393018,0.0045620782345501
0.0022953936444861,0.00113062166722438,1.59878062563214e-05,2.65483658704557e-05,0.000316594513953538,0.00149507796064068,0.00223052965946124,0.00302957548812567,0.00465953809168605
0.00201321874530026,0.000693125906534792,9.80130049348874e-06,1.95138447355556e-05,0.000897827708570126,0.00151621263135384,0.00193068539691326,0.00241874887040156,0.00362152155361889
0.00205281895559157,0.000729155884510479,1.03107903820993e-05,1.73309372217395e-05,0.00086567468983691,0.00152217014179609,0.001980254699844,0.00251436374934656,0.00363637751878737
0.00145473933696508,0.000425961769431684,6.02340680326098e-06,1.35309821886378e-05,0.000747361105253195,0.00114946710701434,0.00141032991502587,0.0017189035462811,0.00237807716572057
0.00109506153628916,0.000403605919843307,5.70727895760251e-06,1.00539301786779e-05,0.00047354210706006,0.000803014330498258,0.00104175116860936,0.00132647315699843,0.00202787194405887
0.00158460863016326,0.000325901728934095,4.60848562507199e-06,1.26439852520866e-05,0.000987962464963637,0.00135788448711756,0.00157317299224216,0.00179866032736574,0.00225263584587208
0.00148612805874165,0.000415561192622047,5.87633514188492e-06,1.18161900532038e-05,0.000779139324942114,0.00119055443683889,0.00144726992630577,0.00174150182534154,0.00241089013401747
0.0022645408704947,0.000659463544905427,9.32529040853987e-06,1.86861416737776e-05,0.00114233386930967,0.00179059609035431,0.00221383873436781,0.00267757849760294,0.00372263433001198
0.00191160554065638,0.000512023878850412,7.24038713477615e-06,1.72827050443012e-05,0.00104140679013074,0.00154167349379709,0.00186514028415867,0.00223043894611245,0.00302954496404289
0.00182585646329333,0.000406822396012443,5.75276225171491e-06,1.60571717805978e-05,0.00107344892972546,0.00154777762449591,0.00180588799381732,0.0020777704712469,0.0026938516976215
0.00217503421394013,0.000549812309027662,7.77474280645505e-06,1.65957135677416e-05,0.00122764473201777,0.00177628259630681,0.002133766907308,0.00253514257440249,0.00333102611458901
0.00164045596856046,0.000534241401678278,7.55455894022133e-06,1.2541136468775e-05,0.000765155084920725,0.00125419603091702,0.00158390172124566,0.00195387682172882,0.00282288773111593
0.000719628080852244,0.000160741695819636,2.27300357367632e-06,5.05811085787937e-06,0.000432589461523282,0.000606851084380447,0.000708522621436051,0.00082234219828909,0.00106382981933194
0.00149119675727792,0.000399514135387084,5.64941817266874e-06,1.22405968068955e-05,0.000830654585825407,0.00120903941855885,0.00145501692469747,0.00173294027156317,0.00238321475330239
0.00223623403995809,0.000556071613516611,7.86325388878227e-06,1.80276386706973e-05,0.00126928337930623,0.00184834342055797,0.00219284007119107,0.0025864811569929,0.00343197849199297
0.00175669347973865,0.000548083726750854,7.75029940567753e-06,1.45275115497429e-05,0.000845880439900705,0.00135509420867978,0.00170176200739592,0.00209860934185888,0.00296378378632441
0.000708828012060195,0.000196477408858802,2.77833234373631e-06,5.72827403767473e-06,0.000389160751532023,0.000570581035483058,0.000685800255629792,0.000822313777551212,0.00115408104330391
0.00168172988020239,0.000419960744687735,5.93854798290847e-06,1.33222536661098e-05,0.000955254537030514,0.0013823713325943,0.00164919367108141,0.00193983491146356,0.00259955680603591
0.00290795097379257,0.000579374458534563,8.19277293318792e-06,2.16440733750884e-05,0.00184304490955841,0.0025057446544554,0.00287577023548167,0.00328121152721841,0.0041245841440882
0.0022217632878302,0.000616109969384835,8.71223956577333e-06,2.19207234844155e-05,0.00118154296335702,0.00177999200783586,0.00217146272605736,0.00260540542336596,0.00355899012137814
0.00266809770541055,0.000573486115419868,8.10950751238665e-06,2.44024225304917e-05,0.00162363957031223,0.00226515851129092,0.00263392539313455,0.00303414586258826,0.00390599108635078
0.0026560610949329,0.000708292168456551,1.00157623813747e-05,2.25218756732158e-05,0.00144739133232827,0.0021615664366439,0.00258371637535616,0.00309947413020386,0.00420175678618675
0.00172380648356716,0.000821570848607119,1.16176046631215e-05,2.55211104597477e-05,0.000526415577886588,0.0011016700345389,0.00160070939751121,0.00220406181554561,0.00362159807722708
0.00302740418192579,0.000729275195198982,1.0312477521332e-05,3.33236497891048e-05,0.0017324991434388,0.00251891474211309,0.00298965950039531,0.00349189426159615,0.0046137286896212
0.00308263497304243,0.000918186555899127,1.29838204842761e-05,3.57182349325401e-05,0.00148682531813595,0.00245413453780125,0.00301729547109051,0.00366053847597002,0.00502773402500978
0.00213306471191803,0.000816022751809721,1.15391505707761e-05,2.97909210241547e-05,0.000833516590128414,0.00153112618259667,0.00205153988535019,0.00262463196214426,0.00398690659654995
0.00214279653482536,0.000687672020798044,9.72417861352575e-06,2.99716926729408e-05,0.00100428189116281,0.00164711048759066,0.00208634946051492,0.00255412191125371,0.00365393665124298
0.0021153975794289,0.000639152122142654,9.03807223349936e-06,3.31023554318114e-05,0.00102113185739441,0.00165445820821389,0.00205792946415112,0.002522344517364,0.00349896732086233
0.00176709094332177,0.000569280522983315,8.05003740048463e-06,3.45346071180749e-05,0.000825863544130811,0.00135562395315045,0.00172026860701525,0.00211531662919147,0.00304735044876751
0.00124621201929089,0.000566540733222593,8.01129479617473e-06,3.40182793658686e-05,0.000441802202751708,0.000835101979106629,0.00115257780188026,0.00154106088586808,0.00261966505445227
0.00384127120089641,0.00100999608574136,1.42820734880461e-05,7.46766324794444e-05,0.00195829233873179,0.003164692009504,0.00378860772891653,0.0044702098736192,0.00595991380538905
0.00111784234751633,0.000395726839239985,5.59586307215154e-06,2.35389766754421e-05,0.000470743990702914,0.000834459520385237,0.00107578567401819,0.00134858871739469,0.0020275262768742
0.000869210569468487,0.000294335014525357,4.16210950408847e-06,1.8373611442242e-05,0.000399960653247523,0.000654800504549809,0.000834486819524043,0.00103899400911147,0.0015430663555268
0.00049023289867599,0.000190195487042115,2.68950143607371e-06,9.67382789893198e-06,0.0002045237587019,0.000351976246293314,0.000458832492582932,0.000599470895702649,0.00093276790169237
0.00147351778051789,0.000609719898030886,8.62187934561073e-06,2.9259038876044e-05,0.000545565889715087,0.00103018472038888,0.00138760723804847,0.00181154150939664,0.0028865038704943
0.00317446237242304,0.000896147480509245,1.26721720543756e-05,6.43750228134142e-05,0.00156739208413742,0.00253990154957831,0.00311455451684809,0.00375713420102752,0.00503585574877947
0.00468544007436296,0.00117682844049805,1.66412033742475e-05,8.51715628113911e-05,0.00252889128021186,0.00385617878743901,0.00464125843806551,0.00546838319433149,0.00712096181148475
0.00218182587130951,0.00111445260293856,1.57591640193632e-05,5.24303674987562e-05,0.000549632485046806,0.001331298688706,0.00203201992348617,0.00284988377184732,0.00474451416863039
0.00198737231411579,0.000882830174396715,1.24838557358798e-05,4.16324157222024e-05,0.000714230074505282,0.00133727320715521,0.00185369692560113,0.00247282545735047,0.00414348067173056
0.00383835847808269,0.000964757168392973,1.36423625513299e-05,5.90912080511137e-05,0.00217846219164692,0.0031449813301566,0.00376656259880297,0.00446340828115465,0.00587747055969498
0.00443510721312862,0.00106263003214589,1.50263554720338e-05,6.72108063983384e-05,0.00251495174072473,0.00365352216742779,0.00438952205993156,0.00515046340704092,0.00660493960969977
0.00344564814816877,0.000874083725092223,1.23601746310818e-05,5.46317247338043e-05,0.00192065279560463,0.00282458836631983,0.00338602949403004,0.00401435705959918,0.00533075465329366
0.00253313114497435,0.000637182423816771,9.0102192777932e-06,3.96810126859685e-05,0.00142338825428604,0.00206600918902649,0.00249133423190301,0.00296410878942301,0.00385815746352224
0.00205801055045735,0.000489982648402715,6.92870823080307e-06,3.58815861191459e-05,0.0011971974888878,0.00170899248942977,0.00202326179594074,0.00237477952271415,0.00311520615056725
0.00170312202268492,0.000458676105258553,6.48601111924604e-06,2.88693349364278e-05,0.000919977873217224,0.00137507414320324,0.00166215699853697,0.00199510337002749,0.00268468619117159
0.00331036138154478,0.000809316221098351,1.14443153869355e-05,5.52872033870164e-05,0.00188270840427066,0.00273382761510567,0.00325213549902386,0.0038249617184895,0.00503511899191625
0.00325564995238048,0.00107073195884455,1.51409225620836e-05,7.12191953557025e-05,0.00150765937660131,0.0024939464071035,0.00311470846209899,0.00389829624430823,0.00567543241356494
0.00523948877400698,0.00139541379035898,1.97321579573364e-05,0.000130562110202519,0.00274750651317386,0.0042880082243676,0.00512053835569921,0.00607599993297429,0.00835830088507668
0.00568117746709565,0.00163476274279515,2.3116724864317e-05,0.000158272885550867,0.00277327895604882,0.00460713201767646,0.00552487016318524,0.00662269484793465,0.00942346096513102
0.0046416564295819,0.00150323526151653,2.12568313658784e-05,0.000118065249450191,0.0021498778394853,0.00358672359206674,0.00449529421476849,0.00552414781402017,0.00817221324038978
0.00231856046427928,0.00116531458810886,1.64783891928121e-05,8.2918402803876e-05,0.000716907385474357,0.00147596709338811,0.00209983932153253,0.00291698825718151,0.00523461286258773
0.00268201395756028,0.00133957142980092,1.89425066819546e-05,7.59082441926381e-05,0.000432874614997768,0.00173588823855695,0.00257938083017788,0.0034820866813854,0.00568043468727446
0.00293073026398153,0.00102154216656447,1.44453434027939e-05,6.78992537881528e-05,0.00123856007880186,0.00221867176958,0.00284590634977679,0.00351090876711525,0.00523518083342402
0.00156829657064054,0.00104111940196535,1.47221796387313e-05,6.14329260661231e-05,0.000293049654180216,0.000811381438001215,0.00131659436543075,0.00208367408860092,0.00416433488778999
0.00280559242563123,0.00143024780751168,2.02247360968779e-05,8.09655092430605e-05,0.000411528095169257,0.00179437409668922,0.00267888895164257,0.00367920250490873,0.00594765636904159
0.00396792514190673,0.00139237829910799,1.96892339205693e-05,0.000117673502978993,0.00150240326744631,0.00303456833294896,0.00384322697279511,0.00477653266283441,0.00707781035477061
0.00394148842859056,0.00131404871219498,1.85815970372454e-05,0.000107121146965014,0.00153110140597743,0.00305599029342438,0.00385729459100499,0.00476082148410896,0.00679997391882687
0.00171356531516109,0.000610266847950339,8.62961361216302e-06,4.21870438416066e-05,0.00063984023075643,0.00129362860326771,0.00165520523098167,0.00208097386790945,0.00308424036351994
0.000543458779116651,0.000173153418573427,2.44851428999041e-06,1.23837788510763e-05,0.000236329767570185,0.000422834392500936,0.000529704408446713,0.000654660204299569,0.000912255653969276
0.00152028318422558,0.000519302542779438,7.34331269517853e-06,2.98471564917051e-05,0.000655229892165274,0.00115154856245502,0.0014675412037019,0.00183600586258245,0.0026731017626745
0.00222454616114343,0.000659232674820598,9.3220257389394e-06,3.90099370832429e-05,0.00103355898034692,0.00176645512697518,0.00217564511546725,0.002643151822047,0.00361296461130836
